IPAddress,Duration (in seconds),Finished,RecordedDate,ResponseId,consent,ID,browser_info_Resolution,timer_pitch_deck_First Click,timer_pitch_deck_Last Click,timer_pitch_deck_Page Submit,timer_pitch_deck_Click Count,timer_mc_quality_First Click,timer_mc_quality_Last Click,timer_mc_quality_Page Submit,timer_mc_quality_Click Count,invest_prob_1,cvpa_v_1,cvpa_v_2,cvpa_v_3,cvpa_v_4,cvpa_a_1,cvpa_a_2,cvpa_a_3,cvpa_a_4,cvpa_r_1,cvpa_r_2,cvpa_r_3,age,gender,invest_experience,attention_check,attention_check_99_TEXT,comprehension_check,PROLIFIC_PID,fluency_condition,quality_condition,device
222,359,TRUE,2022-11-30T15:27:54Z,R_24C1MqFxhA7jKQd,yes,222,1280x720,13.94,13.94,199.729,1,11.028,11.028,11.778,1,71,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,32,Male,0,Other,I have read this text carefully,HR technology,222,low,high,NA
223,204,TRUE,2022-11-30T15:28:21Z,R_BWHFOkiiwSWXvoJ,yes,223,1536x864,5.797,5.797,118.857,1,4.305,4.305,5.792,1,56,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,38,Male,10,Every day,NA,HR technology,223,low,low,NA
224,323,TRUE,2022-11-30T15:28:25Z,R_1LunHHIgyOjkcuN,yes,224,1920x1200,7.07,7.07,193.455,1,3.309,13.409,14.688,2,20,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,48,Male,10,Other,have read this text carefully,HR technology,224,high,low,NA
225,391,TRUE,2022-11-30T15:28:27Z,R_1dBuBcWL2xpp6Ul,yes,225,1920x1080,76.855,76.855,233.116,1,6.886,7.838,8.876,2,9,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,49,Male,0,Other,I have read this text carefully,HR technology,225,high,high,NA
226,234,TRUE,2022-11-30T15:28:32Z,R_2AWkVD88Tkvsc9G,yes,226,390x844,6.294,7.16,107.333,2,5.322,8.734,9.534,3,65,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,40,Male,3,2-3 times a week,NA,HR technology,226,high,low,mobile
227,396,TRUE,2022-11-30T15:28:33Z,R_7862jjnS4XE40XT,yes,227,800x1280,9.801,9.801,258.706,1,3.384,3.384,4.181,1,28,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,47,Female,10,Other,I have read this text carefully,HR technology,227,high,high,mobile
228,286,TRUE,2022-11-30T15:28:39Z,R_O12FGUKfdo7EFsB,yes,228,1920x1080,11.188,11.188,172.255,1,5.148,5.148,5.873,1,61,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,29,Female,4,Other,I have read this text carefully,HR technology,228,low,high,NA
229,206,TRUE,2022-11-30T15:28:53Z,R_3mmlMG6b81MBGFz,yes,229,1440x900,8.162,8.162,109.223,1,4.299,4.299,5.712,1,25,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,26,Female,4,2-3 times a week,NA,HR technology,229,high,low,NA
230,208,TRUE,2022-11-30T15:29:01Z,R_1lrugQzIWsk5EjH,yes,230,375x667,1.13,51.417,52.014,5,2.004,4.001,4.03,4,14,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,30,Male,2,Other,I have read this text carefully,HR technology,230,high,high,mobile
231,242,TRUE,2022-11-30T15:29:02Z,R_10UDxlZfPwFWLRK,yes,231,1366x768,6.374,162.23,163.187,2,2.583,2.583,3.442,1,61,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,35,Male,4,Other,I have read this text carefully,HR technology,231,high,high,NA
232,289,TRUE,2022-11-30T15:29:04Z,R_2wBwAQPDJMnsLKk,yes,232,1366x768,2.407,4.923,140.732,2,7.361,7.361,8.166,1,70,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,40,Male,4,Other,I have read this text carefully,HR technology,232,high,high,NA
233,116,TRUE,2022-11-30T15:29:16Z,R_XohyuOd5Au5fK4V,yes,233,1920x1080,3.563,3.563,41.014,1,0.649,3.153,3.659,2,71,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,37,Male,15,Other,I have read this text carefully,HR technology,233,high,low,NA
234,645,TRUE,2022-11-30T15:29:23Z,R_2CBVosq2zHxvfG1,yes,234,1920x1080,328.942,328.942,545.534,1,4.729,4.729,5.338,1,85,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,38,Male,0,Other,I have read this text carefully,HR technology,234,high,high,NA
235,361,TRUE,2022-11-30T15:29:25Z,R_1gpWlquQti9LuFw,yes,235,1280x720,7.87,7.87,227.965,1,7.458,9.291,47.02,2,70,Agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,40,Female,3,Other,NA,HR technology,235,high,high,NA
236,235,TRUE,2022-11-30T15:30:14Z,R_ymyaoQE3b8JnFTP,yes,236,1374x587,9.568,9.568,90.641,1,7.988,7.988,8.968,1,2,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,34,Male,3,Other,I have read this text carefully,HR technology,236,high,low,NA
237,309,TRUE,2022-11-30T15:30:28Z,R_1P1tab5D4SEKCzf,yes,237,1920x1080,7.297,7.297,186.985,1,5.82,5.82,7.825,1,75,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,58,Male,10,Other,I have read this text carefully,HR technology,237,high,high,NA
238,266,TRUE,2022-11-30T15:30:44Z,R_10oeFjMXIBmZc5a,yes,238,1920x1080,10.197,10.197,65.367,1,90.896,90.896,91.608,1,95,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,39,Male,1,2-3 times a week,NA,HR technology,238,low,high,NA
239,495,TRUE,2022-11-30T15:31:02Z,R_2aaAkH7AcUWhoet,yes,239,1536x864,14.176,14.176,290.285,1,10.882,10.882,12.601,1,25,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,50,Female,2,Other,I have read this text carefully,HR technology,239,high,low,NA
240,562,TRUE,2022-11-30T15:31:08Z,R_3me0HQVhj6MV9ec,yes,240,414x896,20.25,32.146,429.996,2,3.099,3.808,4.706,2,71,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,32,Male,8,4-6 times a week,NA,HR technology,240,low,low,mobile
241,351,TRUE,2022-11-30T15:31:37Z,R_Oj3QlEYZUjHNvUJ,yes,241,1920x1080,66.552,66.552,262.261,1,3.727,4.979,5.706,4,90,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,32,Female,1,Once a week,NA,HR technology,241,high,low,NA
242,209,TRUE,2022-11-30T15:31:42Z,R_3ez8dVvMYkLzVta,yes,242,1920x1080,11.403,11.403,117.891,1,6.3,6.3,7.064,1,20,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,40,Male,8,Never,NA,HR technology,242,high,low,NA
243,662,TRUE,2022-11-30T15:31:45Z,R_2Tq0Kee0JiXXJxk,yes,243,1280x800,39.125,39.125,74.437,1,51.262,51.262,52.254,1,51,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,43,Male,10,Other,I have read this text carefully,HR technology,243,low,low,NA
244,401,TRUE,2022-11-30T15:31:48Z,R_1KfBXaMqQADNjCq,yes,244,1920x1080,15.206,15.206,292.91,1,5.758,5.758,6.469,1,20,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,33,Male,7,Other,I have read this text carefully,HR technology,244,low,low,NA
245,333,TRUE,2022-11-30T15:31:58Z,R_eWksPyRJy1TRyGB,yes,245,1920x1080,12.099,12.099,177.16,1,6.359,6.359,7.106,1,22,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,45,Female,3,Every day,NA,HR technology,245,low,low,NA
246,146,TRUE,2022-11-30T15:32:31Z,R_26mT6iJEnQZ4Nmi,yes,246,390x844,1.214,3.356,36.105,2,2.218,2.838,3.254,2,62,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,27,Male,2,Once a week,NA,Public safety,246,low,low,mobile
247,365,TRUE,2022-11-30T15:32:34Z,R_1dcoWvGOX5DIRuR,yes,247,2560x1080,18.576,18.576,203.57,1,6.186,6.186,7.004,1,65,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,38,Male,2,Other,I have read this text carefully,HR technology,247,low,high,NA
248,94,TRUE,2022-11-30T15:32:38Z,R_2zOb54UkYhYSaci,yes,248,1920x1080,2.874,2.874,13.13,1,25.945,25.945,26.723,1,76,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,48,Male,6,Every day,NA,HR technology,248,low,high,NA
249,375,TRUE,2022-11-30T15:33:04Z,R_30uue3XuVCQmIyu,yes,249,1920x1080,4.912,4.912,86.552,1,4.286,5.935,6.743,4,12,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,40,Male,8,4-6 times a week,NA,HR technology,249,high,low,NA
250,539,TRUE,2022-11-30T15:33:09Z,R_10oYNHAQ8MQw8Lv,yes,250,2560x1440,106.943,106.943,218.914,1,2.845,3.279,4.044,2,41,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,36,Male,3,Other,I have read this text carefully,HR technology,250,high,high,NA
251,1714,TRUE,2022-11-30T15:33:13Z,R_UbVOXZATJxp0WXv,yes,251,1536x864,10.104,10.104,154.358,1,10.289,12.89,14.376,2,17,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,58,Male,35,Other,I have read this text carefully,HR technology,251,high,low,NA
252,140,TRUE,2022-11-30T15:33:15Z,R_24Otm5Zs0wdGMIX,yes,252,1536x960,1.975,1.975,48.993,1,1.697,1.697,2.586,1,59,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,22,Female,1,Other,I have read this text carefully,HR technology,252,high,low,NA
253,680,TRUE,2022-11-30T15:33:19Z,R_3lSAf5JZ9qMzziN,yes,253,1536x864,21.629,21.629,347.111,1,7.011,16.52,17.843,7,60,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,31,Female,4,Other,I have read this text carefully,HR technology,253,low,low,NA
254,60,TRUE,2022-11-30T15:33:30Z,R_r2Wkvz1TvcXVlap,yes,254,428x926,0,0,2.038,0,2.696,2.696,3.428,1,74,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,33,Male,2,2-3 times a week,NA,HR technology,254,low,high,mobile
255,155,TRUE,2022-11-30T15:33:41Z,R_1CKGIuhCvREMvYM,yes,255,1920x1080,24.209,24.209,45.094,1,30.278,30.278,31.024,1,60,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,28,Male,2,Every day,NA,HR technology,255,low,high,NA
256,272,TRUE,2022-11-30T15:33:55Z,R_b2fjREPaTtnrNct,yes,256,1440x900,10.143,10.143,187.215,1,3.166,4.229,5.169,2,0,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,39,Female,0,Other,I have read this text carefully,HR technology,256,high,low,NA
257,328,TRUE,2022-11-30T15:34:16Z,R_1LYZRWfvn8rbcun,yes,257,412x915,3.249,17.354,148.509,2,11.671,11.671,14.655,1,9,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,47,Male,2,Other,I have read this text carefully,HR technology,257,high,high,mobile
258,364,TRUE,2022-11-30T15:34:19Z,R_yxwHp2aPdbkKGUp,yes,258,1280x854,15.265,15.265,210.916,1,5.117,8.304,9.421,2,60,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,30,Male,0,Other,I have read this text carefully,HR technology,258,high,low,NA
259,651,TRUE,2022-11-30T15:34:26Z,R_1fiIioAyAdll0rB,yes,259,1536x864,33.83,33.83,359.795,1,5.835,5.835,7.118,1,10,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,54,Male,4,Other,I have read this text carefully,HR technology,259,low,low,NA
260,183,TRUE,2022-11-30T15:34:57Z,R_3CVGXeh48NeHbRQ,yes,260,1920x1080,12.203,58.956,60.105,2,5.747,5.747,6.566,1,33,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,38,Male,2,Never,NA,HR technology,260,low,low,NA
261,194,TRUE,2022-11-30T15:35:14Z,R_1rBwDGSxyDStIAP,yes,261,1620x1080,7.878,7.878,60.141,1,38.849,38.849,39.525,1,40,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,32,Male,0,Once a week,NA,HR technology,261,low,high,NA
262,281,TRUE,2022-11-30T15:35:38Z,R_8wgkmP82GxSbKGR,yes,262,412x892,8.195,61.424,88.639,2,8.166,11.704,12.557,2,30,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,30,Male,3,2-3 times a week,NA,HR technology,262,low,low,mobile
263,122,TRUE,2022-11-30T15:35:47Z,R_3knOF795e6WWR9F,yes,263,1536x864,0,0,1.677,0,8.349,8.349,9.267,1,50,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Disagree,38,Female,0,Other,I have read this text carefully,HR technology,263,low,low,NA
264,321,TRUE,2022-11-30T15:36:15Z,R_ai7klqXA1AJlQEp,yes,264,1440x900,7.634,7.634,39.022,1,51.707,56.64,57.545,3,60,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,33,Female,2,Other,I have read this text carefully,HR technology,264,low,low,NA
265,1141,TRUE,2022-11-30T15:36:22Z,R_xz7uDLy2UwsYPEB,yes,265,1366x768,9.782,9.782,150.149,1,4.801,4.801,6.301,1,24,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,49,Male,2,Every day,NA,HR technology,265,high,low,NA
266,605,TRUE,2022-11-30T15:36:23Z,R_1GIZNgZulJnWDlN,yes,266,2240x1260,18.997,18.997,321.587,1,17.365,17.365,18.437,1,27,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,51,Male,3,4-6 times a week,NA,HR technology,266,low,high,NA
267,94,TRUE,2022-11-30T15:36:28Z,R_242G8xqA8nnsnx0,yes,267,1543x753,3.624,3.624,6.933,1,32.611,33.252,34.221,2,35,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,23,Female,1,Other,I have read this text carefully,HR technology,267,high,high,NA
268,392,TRUE,2022-11-30T15:37:00Z,R_Qh4xYaorLGfMnrH,yes,268,1536x864,8.248,8.248,136.208,1,7.129,7.129,8.547,1,5,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,54,Male,6,Other,I have read this text carefully,HR technology,268,high,high,NA
269,404,TRUE,2022-11-30T15:37:03Z,R_1JIQ6Cw7yJuIoFm,yes,269,412x732,12.405,240.298,241.364,2,6.605,11.076,12.917,4,51,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,57,Male,6,2-3 times a week,NA,HR technology,269,high,high,mobile
270,335,TRUE,2022-11-30T15:37:04Z,R_ex1ly8JmPCFGn7P,yes,270,1920x1080,6.405,12.836,201.867,3,5.439,5.439,6.714,1,15,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,33,Male,4,Other,I have read this text carefully,HR technology,270,low,low,NA
271,231,TRUE,2022-11-30T15:37:40Z,R_1ffkxNvw7MFw1MC,yes,271,428x926,9.962,9.962,150.577,1,5.119,5.869,6.773,2,23,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,50,Male,15,Every day,NA,HR technology,271,high,low,mobile
272,222,TRUE,2022-11-30T15:37:42Z,R_2Bbb87YOQrOuVd7,yes,272,1536x864,0,0,2.394,0,9.291,15.059,15.76,4,65,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,31,Male,2,Other,I have read this text carefully,HR technology,272,low,high,NA
273,330,TRUE,2022-11-30T15:37:47Z,R_3F5suyItr34D6fu,yes,273,1366x768,13.709,13.709,119.048,1,9.361,9.361,12.06,1,51,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,73,Female,0,Other,I have read this text carefully,HR technology,273,low,low,NA
274,539,TRUE,2022-11-30T15:38:15Z,R_3rI39ZeOxQ3sdlr,yes,274,360x720,0.999,319.642,323.124,4,5.607,9.236,10.465,3,4,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,55,Male,0,Other,I have read this text carefully,HR technology,274,low,high,mobile
275,238,TRUE,2022-11-30T15:38:35Z,R_2OW8xAqEer1j5dD,yes,275,1280x800,7.944,7.944,123.695,1,3.763,3.763,4.835,1,0,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,51,Female,0,Other,I have read this text carefully,HR technology,275,high,low,NA
276,415,TRUE,2022-11-30T15:38:42Z,R_2tbaRglzCwLEw1w,yes,276,1366x768,6.608,6.608,225.497,1,8.237,8.237,10.934,1,60,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,41,Female,1,Other,I have read this text carefully,HR technology,276,high,high,NA
26,7,FALSE,2022-11-30T15:38:44Z,R_2veTcvU5ZlifzCL,yes,26,414x896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,low,high,mobile
32,44,FALSE,2022-11-30T15:38:55Z,R_2qmxonluKDgtOKb,yes,32,768x1024,0.292,0.399,3.081,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,low,low,mobile
277,391,TRUE,2022-11-30T15:38:57Z,R_3mn8TGSlSUrD09X,yes,277,1707x1067,11.183,11.183,219.32,1,7.732,7.732,8.765,1,65,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,37,Male,0,Other,I have read this text carefully,HR technology,277,low,low,NA
278,1702,TRUE,2022-11-30T15:39:40Z,R_2wc0KIh6CfhguSB,yes,278,1440x900,8.1,8.1,61.416,1,1.976,1.976,3.096,1,69,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,27,Female,3,Other,I have read this text carefully,HR technology,278,low,low,NA
279,600,TRUE,2022-11-30T15:39:59Z,R_1mr9wHeTYneRRui,yes,279,1920x1080,4.068,4.068,445.747,1,8.525,8.525,10.686,1,0,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,36,Male,10,Other,I have read this text carefully,HR technology,279,low,high,NA
280,498,TRUE,2022-11-30T15:40:30Z,R_1doibS6suev4Z4q,yes,280,1536x864,6.423,6.423,281.19,1,8,8,8.953,1,60,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,37,Female,2,Other,I have read this text carefully,HR technology,280,low,high,NA
281,267,TRUE,2022-11-30T15:40:52Z,R_1Q0nhrg1rbTgmYV,yes,281,1920x1080,15.543,15.543,121.302,1,25.191,25.191,26.023,1,70,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,45,Male,2,Other,I have read this text carefully,HR technology,281,high,low,NA
282,415,TRUE,2022-11-30T15:41:02Z,R_2rx8gGnBFEJihZF,yes,282,412x892,264.14,264.14,265.458,1,5.208,8.477,9.303,2,60,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,29,Male,1,4-6 times a week,NA,HR technology,282,high,low,mobile
283,927,TRUE,2022-11-30T15:41:30Z,R_1nUCOT3dRNvklgw,yes,283,390x844,7.701,14.476,585.257,2,80.674,80.674,81.728,1,29,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,35,Male,2,Other,I have read this text carefully,HR technology,283,high,low,mobile
32,10,FALSE,2022-11-30T15:41:53Z,R_Dr5OGbdREzj2KPL,yes,32,768x1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,low,low,mobile
284,125,TRUE,2022-11-30T15:42:58Z,R_1mr2AjWkqmffOG7,yes,284,360x740,0.626,0.976,1.54,2,4.584,4.584,5.081,1,70,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,25,Male,0,Other,I have read this text carefully,HR technology,284,high,high,mobile
285,211,FALSE,2022-11-30T15:43:40Z,R_0IBa1idbs7WFFol,yes,285,1920x1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,low,low,NA
286,714,TRUE,2022-11-30T15:44:40Z,R_2qrgGKjPRT1Z5cD,yes,286,1024x1366,2.466,2.466,417.674,1,21.369,21.369,23.557,1,35,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,50,Male,0,Other,I have read this text carefully.,HR technology,286,low,high,NA
287,885,TRUE,2022-11-30T15:45:42Z,R_2wzNIdBpsK7dePz,yes,287,1366x768,3.8,21.069,25.761,2,25.283,25.283,26.46,1,15,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,29,Male,5,Other,I have read this text carefully,HR technology,287,high,high,NA
288,838,TRUE,2022-11-30T15:47:38Z,R_3EFivTsQjESBlbk,yes,288,1920x1080,84.066,84.066,446.192,1,118.976,121.185,122.184,3,30,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,42,Female,5,Other,I have read this text carefully,HR technology,288,high,low,NA
289,1380,TRUE,2022-11-30T15:50:23Z,R_3lxeDNcnkU4Z1wr,yes,289,424x918,19.073,19.294,329.534,2,9.1,9.1,17.214,1,82,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,22,Male,2,4-6 times a week,NA,HR technology,289,high,high,NA
55,6,FALSE,2022-11-30T15:50:41Z,R_3qO01PaYqTBFz2w,yes,55,320x694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,high,low,mobile
290,64,FALSE,2022-11-30T15:52:58Z,R_UaltI0ARbhi8fhD,yes,290,1440x900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,low,low,NA
291,10,FALSE,2022-11-30T15:53:56Z,R_1pMXlAdY7VayVau,yes,291,712x1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,high,high,NA
292,382,FALSE,2022-11-30T15:54:20Z,R_3qDbhz8Rk9dvFR5,yes,292,1600x900,5.309,5.309,161.12,1,4.657,6.665,7.34,4,61,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,35,Male,1,NA,NA,NA,292,low,low,NA
293,8,FALSE,2022-11-30T15:56:01Z,R_3GkBM7I5fXdHnDC,yes,293,1280x800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,low,high,NA
