message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
9jW8QyISp7VL9RGTePyP0-KBhPHF6xOt0gA7R4cQhiE,"While your pitch shows potential, it's not a fit for our current investment criteria.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
IukQviioRy6fWh9HsgRkXzomiNZ=ZWhnRKEvvLG5+bcq,We are software-only investors. Pls take us off your list. Thx,0,industry,0,industry,1,1,,,,,,,0,industry,industry
WfWapHZs6fpEjRG+35ZC6q9QQSFtuLXESXJPVl292qUY,"Pier, Thank you for reaching out. Our focus is digital health. Therefore, this is not a fit for us.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
Ky1ccKApEp1gDGI11GI6wZrKm7MMxt3EsXu1RdOpdVS0,"Hi Pier - Thanks for reaching out and sharing what you're working on. At [FIRM], we pride ourselves on being thesis driven investors and only writing checks into companies where we can materially impact the outcome of the business through our experience and connections. Unfortunately this is not an area where we are currently deploying capital. I wish you all the best,
",0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
pZ7LU0sp=p5gll8vK4qFN+kQXpYuSTsPbgucrpQxfSQ3,Not a match.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
qlO0Rm7fY6ecCmIoZCduqFlknHOofE9gY+8Vw+HNZ0Iq,"Unfortunately, our investment focus does not align with the pharma industry, but we appreciate your interest.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
eXW8MqVqtl1yDs0HicDbzOSXxDsK8HL7C+2kZ6h1A9s8,"Thanks for sharing your pitch. Unfortunately, we're not currently considering new investment opportunities.",0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
5R3O8qA+RtHT=w1PE7YLU=8OqVnZDrXfD+UDqlJSQrH,"Hello Pier, I'm interested in learning more about your trial and development process. Can you provide more information on your team's approach ?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
zMryQCI1RTomNwU8pg1xjU2CuhE2hL1GMbJNEnqBkhz+,"Unfortunately, we are not active in the pharma industry and cannot pursue investments in this area.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
l=FHIFZ1L6yV-zr0xfbry-6hg-Fxbep3ut2At=3Xjvpi,"Hello Pier, This is not my area of expertise but it looks interesting and I will forward it to a few investors in my network who might pick up.",1,referral,0,industry,0,0,1,1,referral,referral,1,referral,1,referral,referral
o+dZ+iuPSWDSLyQUFwJDN4U8=zeWjNRYn8HPjthYppmJ,Not something we can invest in right now.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
SkUNXJuSJ3VGueGXH3Oa35-IlPxiCO+0-EFb3qxiRPEK,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
MgCKTY6bcpnirhjyKeJJbrt4tYi5P+-yfQ1rFSnNFuFu,"Hi Pier, we appreciate your interest in our venture capital firm. We found your pitch for Brachytix to be quite promising. However, we would like to learn more about your business model for your startup.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
FqsGwh5XqJ3BjOOt5QEWGOQBG61-fUCnSG9FVDouDVty,"Pier, Thank you for presenting [FIRM] with the opportunity to consider an investment in Brachytix.  We have carefully reviewed the information you provided. Unfortunately life sciences is not an area that fits our current investment criteria. As a result we will have to pass on the opportunity to consider the investment further, but we wish you all the best of success in growing the business to success. Thank you,",0,industry,0,industry,1,1,,,,,,,0,industry,industry
zEHJsKhI=4EehCd1G-=TqNcB2WPQYbUt1tTS=UD38fmc,"Hey Pier, Thanks for reaching out! We don't generally invest in bio/medical as we don't have any expertise in the area. You could reach out to [FIRM] if you haven't already, it's potentially something that they would look at. All the best!",0,industry,0,industry,1,1,,,,,,,0,industry,industry
F0co+6DpuDTm6ll4ypbS1XPcg2TD=lvPrN=87Ft88slU,"[FIRM] does not invest into healthcare, life science or healthcare IT startups at present. If you would like referrals to other VCs for funding or advice please consider [FIRM]:",1,referral,0,industry,0,0,0,1,industry,industry,0,industry,0,industry,industry
bRg7LAMFfpn9=Kd=J5UUtiFNkdDCdodTiwOnYp2EdCCu,"Dear Pier: Thanks for reaching out to [FIRM]. Unfortunately, your company is outside of our investment thesis, but we wish you all the best with your raise.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
tUftAnP4BJ=yYGNYhbQymG1NeryMb4Bq9CHcWPjCqvIh,"Sorry, not the right fit for us.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Mt04YXsW0Qc5PJxf9MwP3sXWy0si+dW4rRawH=DPRvKo,Not in our investment sector.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Cums=9QA7MhtvrSmk4XHl8P9CxJKPySuoH-TPJZJB3pk,"Thank you for your pitch. Unfortunately, we believe that your company is still in the ideation phase and requires more development before we can consider investing.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
OyeyQa1D9te8F0zBAbUgCCuI3aN0K9gq3mvWTSb5A3Si,Thanks -Your pitch mentions some exciting clinical results. Can you provide more information on the methodology of your studies and the implications of these results for your product?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
OStRSenDXFtxDL=KLo64mJ4LHqOhNel+6w9LgRSvmnfX,"Hi Pier, Thanks for reaching out. This is outside our investment focus so I'll politely decline.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Vsujz8FnMrUCSt6DKEo3HJbU0blET2jUaqDrjZX0qyBE,"Pier, this is great. Attached is our submission process for the next steps.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
LvnXaChH7qOrRfs7lauwT6epbg8WjGoiR12OsSL5-8-b,"Thanks for reaching out to [FIRM] Pier. Unfortunately, our fund invests in projects that are currently in market with sales and traction. What you are building is going to address a major problem but this is too early for us to consider. We wish you the very best.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
18YCt10v0BNCx-4vAOekhdRaLPzMAEthCYEUfqsN9Tk=,"We applaud your efforts, but unfortunately, we feel that your company is too early in its development stage for us to consider an investment.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
y=taGg0m0lJcFQNatvxTv5zyRvhbGNTD4KgjGIChaAt2,Please remove this email address from your list.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
67gsihBs4pejVMP7OR5yqJjLd6lAsf6HMfbIBlv=dVRS,Unsubscribe.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
wNd5thO-jXC0HtX30EicY+zmP1ZrR3+ZFM10aPS4Ol5p,Please remove me from your email list.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
m-XV=x6qr4KEElO8N2XFXGlpmaUE1w5gWTICVr0dTRzw,"Hi Pier, Thanks for reaching out. We assess every inbound pitch we receive via the typeform on our website [URL]. Could you submit the 2-minute form there (deck + basic details) and we will get back to you within five working days.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
QcxouOdnYVz3Ro7+18zvRoSS8xDjSfygA=fp9WUx4EHY,Thank you for sharing your pitch with us. We believe that your company requires more evidence of traction and user engagement before we can consider investing.,1,more info/clarification,0,stage,0,0,0,1,stage,more info/clarification,0,stage,0,stage,stage
1Dyk8MNYB4APJD7sIWy-XIxY2n5CUeezPKYLq6fytL+m,"While we may not be able to invest in your startup at this time, we are still interested in following your progress and receiving updates on your milestones.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
ZKuqkeVennR2NiRODOW8HwiHodWWxRX0qroldvzRNy40,Not within our strategy.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
LTbv+QIl7yX817zYfUQjaRjLhrRfUzVZjTJHLN2mUccU,We are impressed with your pitch and would like to set up a meeting to learn more about your startup. Please let us know your availability so we can coordinate,1,meeting,1,more info/clarification,1,0,,,,,,meeting,1,meeting,meeting
TSL-H+OjT9x947QtuITQOrroXR6LNUXFzq3N-pMiH-NC,We are intrigued by your idea. Can you provide more information about the product development roadmap and timeline?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ROIjNGz-acFAR0amO=tJD2dzGtVKAoliAA4C4xQpnIc7,"Pier, Thank you for connecting and introducing us to this opportunity. Unfortunately, we are going to pass at this time, as this falls outside the scope of our current investments. We wish you the best of luck moving forward.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
9+EjBlzTAidXjnPttwj6p+sgDTfeGWXzWtrGuiYo=dnf,"We're looking for companies with a more established market position, but please keep us in mind as your business evolves.",1,updates,0,stage,0,0,1,0,updates,stage,0,stage,0,stage,stage
pQ9Zu5SmjcSWcxELFSCkE7w0Csj+iKlBavsgoSGm8Qz3,"As stated on my LinkedIn, not looking at new opportunities at this time. Best of luck with it,",0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
rqV7BBVNcFCTVbNUkR3deEOWA+hB5GWLIpWJCkrf9PyU,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
DSBKW2aUwJAWg6dAC-Hz5VXTPnBSnL7AA1WEIt0J99DP,"Thank you for sharing your pitch, Pier. Can you provide more information about your financial projections for the next 5 years?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
l+SPRSaacZmx2FWb+1rNrP=NCVLyUwLiFZqT9XhKzySv,We are impressed by your pitch. Can you provide more information about the traction and customer feedback?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
tKp2+LR=ECcR-ugOMDvp5NK-Plx+Iqx094d1MXeoSN5G,"Unfortunately, we're not interested at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
ienugj-B-KuslQXzLIco3O=cPuG6kowXI-Mg8pwxzfpE,Additional information on the safety and efficacy of your drug candidate based on the clinical studies conducted would be appreciated.,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
z0xjquh2VkHQgb6EfP4rnTWGoO70VTOyPd82XJjCc71T,"Although we are not able to invest in your startup at this time, we would be happy to connect you with others in our network who may be interested. Let us know if you would like us to make an introduction.",1,referral,1,referral,1,1,,,,,,,1,referral,referral
TXraoBvHw3cJJvaog0TcBhkyVr+T8NcDbMfObRCwC=Tb,"Sorry, we are not interested at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Ary3wzbxtI=Lbs99pvP40mWmkcewb9j6BAw-eENmvX2o,"Hi there, I'm curious about your product's intellectual property. Can you provide more information on any patents, trademarks, or other IP protections you've secured?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
yWCsDpF8Uz+gnEYw5jqcllkOVZj+JDpCXUXUp4xdqQvh,Thanks Pier - nice to meet you. This is not a space I know well so I will pass but wish you the best!,0,industry,0,industry,1,1,,,,,,,0,industry,industry
Esru0Nq7yp2gTKYmt8pbnA-j5fgi9By-+DZPc0TedntA,Thanks Pier. This out of scope for us so will pass but we appreciate you think of us.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
uE9XTAqrMqFp0y=4VmxmF3A8JOmuR39VyAt0CQvkXj1r,"We appreciate your pitch, but we're currently not investing in startups at this time.",0,investment strategy,0,stage,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
KfNIGdc2cXEJXpTXzNA6FtfKmojzkOKHU5CMH+V4OOcQ,"Unfortunately, we're not interested in moving forward.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
UCWh60NNMuo6eiIiD0pvtVOYliES7nrH6UQ47cAWkBsq,"Thank you for your interest in working with us, but we're currently looking for more established startups. Keep in touch as you grow!",0,stage,0,stage,1,1,,,,,,,0,stage,stage
XCSV=2pX=g4PmS+uyNnsrP104WE0sVnpgrYVvQ7aEcOn,Pass.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
aiQwD07-1Ci5AIxp1FRJ3YSJ+gSBP1tlcteUpu32wLxD,"Hi Pier. Where are you located ?

",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
4LW6QqQaPEHfW1SG85l+Q023oFvh-vJBjyU7OjUu7Idc,Thanks for your email. We reviewed your company and unfortunately it falls outside our investment thesis. We wish you the best with your venture.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
oD2v8Zsn2WF23w=+Txv8tiZ9+j1g64PccLJ75yfn5avB,"Thanks, but not for us. Thanks,",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
5hQ4HGoI-evc=Dig=rolzS9We-t9NrrMmm=yMgUodY39,"No, we're not able to invest at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
sKgVROBOUdyAKog5ZcK2u9uhU3FqnXZSh4esNQePwRT5,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
xVOQuKXZba46w91Vbc9wpy2jhRiBdxE5xyEScO+TWFBa,"No, thank you for considering us.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
vmtpVF7XTs4d4eMD1f0FdqgJg8jRt4xlPnxa7sM+Wp9=,Could you provide more information on the patient population studied and the results of your clinical trials across different cohorts?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ub-JANIBWojUUmrXap7lT369awh+2Mj0q2e2m8bk9YzK,We're not able to move forward.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
rntnDztSiJUT3SbcpH1dQ0XHAu-0=7Sy83q6Vb+Q4I7x,"While we find your idea intriguing, it doesn't align with our current investment thesis.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
O71KFZHwGWlIbtFodb=WKmFZCVo5I0eqNupqCYKefRV=,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
O0qZ0OC8nEM64q2udL-uXzqW1-eMbf6L39Fr96jm12Dh,"Pier, Thank you for sharing your information. Your project is interesting, but it's too early for us. I invite you to check in with me to share your progress when you're raising your next round. Meanwhile, I've updated you on our watch list and wish you continued success.",0,stage,1,updates,0,0,0,1,stage,updates,1,updates,1,updates,updates
3htEHHTxDHk3x0PkHOVrbimkw-gkzDn1f4jdLQO6xTtZ,"Unfortunately, we are not the right fit for this opportunity.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
n-RVA9A=MwLx7XCP5M4+Q46s5dwzWAqnxb68bnYDuPFZ,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
j-OKEM2Mu9PIvQ0NJGh3i-MRB3o+o-=BnOyEu0qXc0ry,"Thank you for your pitch, but we prefer to invest in companies that have already demonstrated traction and have a proven track record of success.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
YUGsUbHeQ6JFDs1RkJpmLGK3ItmXaEHDxI9HvBTjCnc5,Not something we can invest in at this time.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
PWsz+V+yLs=Z=zrezYUu-sxHh8Vr0fPowQI8VWQ3NWd5,"Pier, Not a great fit for our fund as we have limited domain expertise.  Try [FIRM]. Happy to introduce.",1,referral,1,referral,1,1,,,,,,,1,referral,referral
fz7GOqvfFxZzL+5hYaoG3hpJUigS+GP3jGDasQl1QkCi,"Unfortunately, we're unable to invest at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
pQJidgEDFa2i+lEbUQz4y03Tx+3Ry8GT7pti+w2an-kS,Hi Pier. The clinical evidence supporting your approach is an important aspect of our evaluation of your startup. Could you provide more information on the methodology used and the key findings from these studies?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
lUc7j0yJaKMfWKun+wI=LTI99HqOFExjUbZBGVb+IboD,"Hi Pier, Thanks for reaching out. we are not actively pursuing investments in medical devices and are focused on more traditional drug leg therapeutics. Best of luck in your fundraising endeavors.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
jOTDNyvgcXvsnvCtrGwCBOvDfvlUQH45ciRVhRFa-UUq,"Hi Pier, we appreciate your interest in our venture capital firm. We found your pitch for Brachytix to be quite interesting. However, we would like to learn more about your go-to-market strategy for your startup.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
z25E3WcJv9SmQ2I+y9E5AqnvWQ-fu5ROv7dYJVqfJZ0y,"No, thank you for considering us.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
SzFaKibmfg1IS2Oa5esQ6HZ8A21IpMJg61Bhcuqs2tcj,"Thanks for your pitch. While it's not a fit for us, we'll keep it on file in case our investment focus changes.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
7mPbatZnQb3r75dJ0Bi00GeBi3VLiXpTxlir9bYQ1cvi,"Sorry, we are not interested at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
grGutyMAu=WekDXl6B2Jik6RMTRYq7KohF5IR-LtSLXU,We're unable to pursue this opportunity at this time.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
fqQ3V=zuh2JGb0qQ=EIyxN2xsdjw=ZMZytSV+BjjIz5V,Thank you for your email.  I am not interested in investing.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
vL+TkORNW3lU87N=OWQMuXlWI+M2PJotcXg2lxG6uf-c,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
sym5oHIDAXD5Ahcr85W5oQS4TGAcvAVodaj1=x-kn79+,Very exciting! We believe the clinical evidence supporting your approach is a critical aspect of your startup's potential. Can you provide more details on the methodology used and the results achieved in your studies?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
Ytx6skLy9q8P-ZT+4w6Wh5v76QUZTpSnjhbgbjPbUQqB,Not in our investment sweet spot.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
7Xa=5-naivepI+swrUhxxUDk2qUsomLma0+bnj44jv1R,"Hi, I appreciate the opportunity to learn more about your startup. Can you provide any information on your product roadmap and any upcoming milestones?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
AusXbPvVNAQx2om5Uy9+X=UBIXo7Y+4UinBUnRV1CfzG,"Hi Pier, Thanks for thinking of [FIRM]. This isnt a fit as we dont look at therapeutics. We recently updated our FAQs to cover the areas we dont invest in which might be helpful: [URL]. My grandmother suffered with AMD  so I wish you the best of luck with the raise and future success,",0,industry,0,industry,1,1,,,,,,,0,industry,industry
BJ+letDGz4lGRjTQ8wQXPpIyh6R=fQrmM0ScLKrk=fja,"Hi Pier, Thanks for sending this our way. Unfortunately, it is not a fit at this time as the Fund is investing in early stage commercialization companies (with revenues). Best wishes,",0,industry,0,stage,1,0,,,,,,stage,0,stage,stage
4Zyw7x2Rdnzkb2Cdt5hQNpPNWqt7MZ2BnFGi6qnPKAf2,"Hi Pier. Thanks for sharing this opportunity. It's outside scope for [FIRM] - we're not a life science investor, our strong area is software.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
ObnTvvaoD+MhKpjs5tTqmbVEiCTHUed=S07Iy5SYzVcv,We are impressed by your pitch. Can you provide more information about the competitive landscape and market differentiation?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
CLQWdT1=qyOYmD0LOVxppDSIE3UWkqseUxkVI8x+CZwZ,Where did the clinical studies took place?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
jo7BvnRmrY0bQEn8jDKJpzdJJlByYuX3S7vjd2DYqpLw,Not within our current investment mandate.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
p0vO7O=8LouI4Yeeb5Iz3qV-sfLSZSCLbPRXi8b2fewO,We've reviewed and decided not to move forward.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
KpKC+CCKD7fs3lV5R+ZqGuQlLUg960tMHTEkZZwXbtcg,Not for me. Thanks though.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
XWWMUOvVTZpVUDb+Zu9hnsXgxdrm0TiziIaf1Uv1A=OJ,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
70iphzNIWhvk7X3M1gryQ=EIWWOIjAUNWnwLDdu-wFSq,Not interested,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
DfoyWGEjo3E0MaCOiZ3+MUQ8FWd0IAISeRy6zn2I7JOT,"Pier, Thanks a lot for reaching out. Unfortunately, my fund doesn't invest in life sciences, as we lack the scientific expertise. Best of luck with the raise!",0,industry,0,industry,1,1,,,,,,,0,industry,industry
SqP8Ta6Q8Nto5Pw+WR=+-u3aki=FcpLTUdSnlpbLoKZx,"Great pitch deck, Pier! We at [FIRM] were  interested  and had a few questions about the intellectual property associated with it. Could you provide us some more details?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
14QaDtrIlQwSky42-9Z3jdVV4kQRn1HUOtmSMMmV3+Nl,"Hi, thanks for the deck. I'd love to learn more about your development plan. Can we dive deeper on this?",1,more info/clarification,1,meeting,1,0,,,,,,meeting,1,meeting,meeting
OYG4LsMzmgnPhwEKRxepEV7RRVCWjaBH4OEfbpr89iFu,We believe your startup has potential and would be happy to refer you to some colleagues who may be interested in investing. Would you like us to make an introduction?,1,referral,1,referral,1,1,,,,,,,1,referral,referral
S4AmrR2eU2VUf4yz9WVa2tcZ5Ln0UavH4rJ8to6YiFdv,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
a+XF5ou0i0wncnPO99c4S8zQLi0wHw=NZxvqO8j101KU,Not within our investment goals.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
gnY1qpms2+SU99ekKYSMuhCTe+vWYa7nP6bJ53=814qU,"No, not interested in pursuing further.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
zBBKlnyPDMdJzRwFaX7MIXW6xwc2=Ctu=7mKk1nnsS1Y,"Thanks for sharing your pitch with us. Unfortunately, it's not a fit for our current investment focus.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
UVfg8veBvKC7yGmG4Ndwap3BlBRDXIQJKk+q7cyk=iTQ,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
XzvaA184If9KRzU2UWC-WexwvTFeOK2e1cikRJCHsPH7,We're not the right fit for your startup.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
iNqsQCS9TLOjqCKD8tXSCqk2VMR5GtX+CHyG8bumlkzJ,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
dyBe-9VPjw1kb4dnNiBOOTsQaF+4hbotbQaoE0szAQYp,Your pitch caught our attention and we would love to learn more about your startup. Could we schedule a call or meeting to discuss your pitch in more detail?,1,meeting,1,more info/clarification,1,0,,,,,,meeting,1,meeting,meeting
URhIIYSZT3tGVUXKZj2wTE-04efpomG2cuePr1o5-=v4,"Your pitch has potential, but we typically only invest in companies that have already established a strong brand and have a clear path to profitability.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
fb93mZEKuDFge7R7+Yw3+4TAhFlZYhIy3XaFoIR2OZpA,This is way to early for us,0,stage,0,stage,1,1,,,,,,,0,stage,stage
Hka8zBR=bzKozSEtoaDn5ps3iWrnKxV1mVssUtmTOXJm,Not interested at this time.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
OuLpU5zPezjkdcfDChxlJ-Cw0njodwRTNTPObW26ziRt,Not something we can pursue at this time.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
4y-Kbm7Eh5o-t1eV6F=iEf1-ITDrNV-9ojyMJ52aKF4s,Thanks Pier.  We are not a fund.  We do advising and consulting not investing.  Thanks!,0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
k5oRKJk+32A4sYjg6VEgXXxVWKlSq81SVj0O4M92Jll4,"Unfortunately, this is not the right fit for our portfolio.",0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
9nkRJ-fm=5XRtFy4=ZF5L1Ici+EMiOnxjvFVU91PSwM1,Could send a more detailed deck please?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
HBwb7XmN3SLp=9YQjZuldgUhNwF9tbhoS0o0uosCJT9G,"Thank you for your pitch, Pier. Can you provide more information about your cap table and equity structure?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
L=0-kRJK7QZj66e7cayokXziBJzC4FxHGHvcgM2jVz-J,"Hi Pier, thank you for your pitch for Brachytix. We are interested in learning more about the regulatory pathway for your startup. Can you provide us with more information on this aspect of your idea?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
hTsgEPxvlf16BG8X8rQS8DTD-y4HNNAZs3bsRilPx111,"Pier - I do consulting on how to actionably raise properly. I do decks, how to raise, structure... and all hard shit you can't google. Your deck looks like you got a fancy template- well tbh, you hired someone to put lipstick on a pig. You need to understand you are sending it to someone that gets 20 a day and doesn't want to read, so it is a communication competition not a design one. A VC will see this and not get it and delete. In my humble opinion. If you're in a position to afford no-bs help, I can help a lot. Otherwise I can point you to some blogs which might help you.",0,no investments,0,no specific reason,1,0,,,,,,other,0,other,other
t4EW9-p8Wi=qO5FyrLNb8gRoLfjkUDLtm4-LTX+ja3qk,The clinical studies you have conducted are an important aspect of your approach. Can you provide more information on the methodology used and the key results achieved?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
C6zIZAJUMTKKu+VOL6NaxAyTdfBUarcElI0zdAePClFI,"Hi Pier, What do you expect from me? Where did you get my reference?",1,more info/clarification,0,no specific reason,0,0,0,0,no specific reason,no specific reason,0,no specific reason,0,no specific reason,no specific reason
RsDGuRUURdkplNyEaOkbvvoPmKySLpSxIQNNs+-D=oxM,"Unfortunately, we are not active in the pharma industry and cannot pursue investments in this area.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
tAoJ6B5kCSc1+l3epja+XzMMW9j-Q5H3jR-dp-xGhcVT,"Thanks for your interest, but we are not currently investing in the pharma industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
n2v+kKB22pvrQSTH8gzWnvj8FMUCqmhqcsjp1Mpl4ipZ,We've reviewed and decided not to move forward.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
30s23fF4q8nnRMBYadR3mCwOMwoYbFenTvCbroDvYnQt,Our fund does not allow seed investments. Sorry!,0,stage,0,stage,1,1,,,,,,,0,stage,stage
